2025-12-28 16:44:45 | INFO | [a2dcb7af-0d21-42d3-8871-2ac218bd996e] | backend.llm.mock | [MOCK RESPONSE] Generating response for: analyst_agent
2025-12-28 16:46:19 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000021FE0687200>, 'output_key': None, 'mock_identity': 'GuardAgent'}
2025-12-28 16:46:20 | WARNING | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:46:20 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:46:20 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'GuardAgent' -> 'guard_agent'
2025-12-28 16:46:20 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MOCK RESPONSE] Generating response for: guard_agent
2025-12-28 16:46:20 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] No specific mock found for 'guard_agent'. Returning generic fallback.
2025-12-28 16:46:20 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | _update_state [id=2335970246432] Setting step_guard
2025-12-28 16:46:20 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [GuardAgent] Updated state.step_guard
2025-12-28 16:46:20 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [GuardAgent] Lifecycle Hook: post_process
2025-12-28 16:46:20 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.guard | [GuardAgent] Running ensure_tainted_data...
2025-12-28 16:46:20 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [GuardAgent] Execution completed.
2025-12-28 16:46:20 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Running step: AnalystAgent (Step ID: step_analyst)
2025-12-28 16:46:20 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Configured AnalystAgent with gemini/gemini-3-flash-preview (Provider: google)
2025-12-28 16:46:21 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_analyst (Length: 12 parts)
2025-12-28 16:46:21 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [AnalystAgent] Starting execution...
2025-12-28 16:46:21 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [AnalystAgent] Lifecycle Hook: prepare_context
2025-12-28 16:46:21 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [AnalystAgent] >>> EXECUTION START <<<
2025-12-28 16:46:21 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [AnalystAgent] MODEL: gemini/gemini-3-flash-preview | TEMP: 0.7 | TOKENS: 16384
2025-12-28 16:46:21 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000021FE0687200>, 'output_key': None, 'mock_identity': 'AnalystAgent'}
2025-12-28 16:46:21 | WARNING | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:46:21 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:46:21 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'AnalystAgent' -> 'analyst_agent'
2025-12-28 16:46:21 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MOCK RESPONSE] Generating response for: analyst_agent
2025-12-28 16:46:21 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] No specific mock found for 'analyst_agent'. Returning generic fallback.
2025-12-28 16:46:21 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | _update_state [id=2335970246432] Setting step_analyst
2025-12-28 16:46:21 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [AnalystAgent] Updated state.step_analyst
2025-12-28 16:46:21 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [AnalystAgent] Lifecycle Hook: post_process
2025-12-28 16:46:21 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [AnalystAgent] Execution completed.
2025-12-28 16:46:21 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Running step: InteractionAnalystAgent (Step ID: step_interaction)
2025-12-28 16:46:21 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Configured InteractionAnalystAgent with gemini/gemini-3-pro-preview (Provider: google)
2025-12-28 16:46:22 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_interaction (Length: 10 parts)
2025-12-28 16:46:22 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [InteractionAnalystAgent] Starting execution...
2025-12-28 16:46:22 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [InteractionAnalystAgent] Lifecycle Hook: prepare_context
2025-12-28 16:46:22 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [InteractionAnalystAgent] >>> EXECUTION START <<<
2025-12-28 16:46:22 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [InteractionAnalystAgent] MODEL: gemini/gemini-3-pro-preview | TEMP: 0.5 | TOKENS: 16384
2025-12-28 16:46:22 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000021FE0687200>, 'output_key': 'step_interaction', 'mock_identity': 'InteractionAnalystAgent'}
2025-12-28 16:46:23 | WARNING | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:46:23 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:46:23 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'InteractionAnalystAgent' -> 'interaction_agent'
2025-12-28 16:46:23 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MOCK RESPONSE] Generating response for: interaction_agent
2025-12-28 16:46:23 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] No specific mock found for 'interaction_agent'. Returning generic fallback.
2025-12-28 16:46:23 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | _update_state [id=2335970246432] Setting step_interaction
2025-12-28 16:46:23 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [InteractionAnalystAgent] Updated state.step_interaction
2025-12-28 16:46:23 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [InteractionAnalystAgent] Lifecycle Hook: post_process
2025-12-28 16:46:23 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [InteractionAnalystAgent] Execution completed.
2025-12-28 16:46:23 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Running step: ProfilerAgent (Step ID: step_profiler)
2025-12-28 16:46:23 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Configured ProfilerAgent with gemini/gemini-3-pro-preview (Provider: google)
2025-12-28 16:46:24 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_profiler (Length: 8 parts)
2025-12-28 16:46:24 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [ProfilerAgent] Starting execution...
2025-12-28 16:46:24 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [ProfilerAgent] Lifecycle Hook: prepare_context
2025-12-28 16:46:24 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [ProfilerAgent] >>> EXECUTION START <<<
2025-12-28 16:46:24 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [ProfilerAgent] MODEL: gemini/gemini-3-pro-preview | TEMP: 0.5 | TOKENS: 16384
2025-12-28 16:46:24 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000021FE0687200>, 'output_key': 'step_profiler', 'mock_identity': 'ProfilerAgent'}
2025-12-28 16:46:24 | WARNING | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:46:24 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:46:24 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'ProfilerAgent' -> 'profiler_agent'
2025-12-28 16:46:24 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MOCK RESPONSE] Generating response for: profiler_agent
2025-12-28 16:46:24 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] No specific mock found for 'profiler_agent'. Returning generic fallback.
2025-12-28 16:46:24 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | _update_state [id=2335970246432] Setting step_profiler
2025-12-28 16:46:24 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [ProfilerAgent] Updated state.step_profiler
2025-12-28 16:46:24 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [ProfilerAgent] Lifecycle Hook: post_process
2025-12-28 16:46:24 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [ProfilerAgent] Execution completed.
2025-12-28 16:46:24 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Running step: LogicianAgent (Step ID: step_logician)
2025-12-28 16:46:24 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Configured LogicianAgent with gemini/gemini-3-pro-preview (Provider: google)
2025-12-28 16:46:25 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_logician (Length: 9 parts)
2025-12-28 16:46:25 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [LogicianAgent] Starting execution...
2025-12-28 16:46:25 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [LogicianAgent] Lifecycle Hook: prepare_context
2025-12-28 16:46:25 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [LogicianAgent] >>> EXECUTION START <<<
2025-12-28 16:46:25 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [LogicianAgent] MODEL: gemini/gemini-3-pro-preview | TEMP: 0.5 | TOKENS: 16384
2025-12-28 16:46:25 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000021FE0687200>, 'output_key': None, 'mock_identity': 'LogicianAgent'}
2025-12-28 16:46:26 | WARNING | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:46:26 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:46:26 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'LogicianAgent' -> 'logician_agent'
2025-12-28 16:46:26 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MOCK RESPONSE] Generating response for: logician_agent
2025-12-28 16:46:26 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] No specific mock found for 'logician_agent'. Returning generic fallback.
2025-12-28 16:46:26 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | _update_state [id=2335970246432] Setting step_logician
2025-12-28 16:46:26 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [LogicianAgent] Updated state.step_logician
2025-12-28 16:46:26 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [LogicianAgent] Lifecycle Hook: post_process
2025-12-28 16:46:26 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [LogicianAgent] Execution completed.
2025-12-28 16:46:26 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Running step: LogicalFalsifierAgent (Step ID: step_falsifier)
2025-12-28 16:46:26 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Configured LogicalFalsifierAgent with gemini/gemini-3-pro-preview (Provider: google)
2025-12-28 16:46:26 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_falsifier (Length: 9 parts)
2025-12-28 16:46:26 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [LogicalFalsifierAgent] Starting execution...
2025-12-28 16:46:26 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [LogicalFalsifierAgent] Lifecycle Hook: prepare_context
2025-12-28 16:46:26 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [LogicalFalsifierAgent] >>> EXECUTION START <<<
2025-12-28 16:46:26 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [LogicalFalsifierAgent] MODEL: gemini/gemini-3-pro-preview | TEMP: 0.5 | TOKENS: 16384
2025-12-28 16:46:26 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000021FE0687200>, 'output_key': None, 'mock_identity': 'LogicalFalsifierAgent'}
2025-12-28 16:46:27 | WARNING | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:46:27 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:46:27 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'LogicalFalsifierAgent' -> 'falsifier_agent'
2025-12-28 16:46:27 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MOCK RESPONSE] Generating response for: falsifier_agent
2025-12-28 16:46:27 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] No specific mock found for 'falsifier_agent'. Returning generic fallback.
2025-12-28 16:46:27 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | _update_state [id=2335970246432] Setting step_falsifier
2025-12-28 16:46:27 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [LogicalFalsifierAgent] Updated state.step_falsifier
2025-12-28 16:46:27 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [LogicalFalsifierAgent] Lifecycle Hook: post_process
2025-12-28 16:46:27 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [LogicalFalsifierAgent] Execution completed.
2025-12-28 16:46:27 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Running step: CausalAnalystAgent (Step ID: step_causal)
2025-12-28 16:46:27 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Configured CausalAnalystAgent with gemini/gemini-3-pro-preview (Provider: google)
2025-12-28 16:46:28 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_causal (Length: 8 parts)
2025-12-28 16:46:28 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CausalAnalystAgent] Starting execution...
2025-12-28 16:46:28 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CausalAnalystAgent] Lifecycle Hook: prepare_context
2025-12-28 16:46:28 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CausalAnalystAgent] >>> EXECUTION START <<<
2025-12-28 16:46:28 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CausalAnalystAgent] MODEL: gemini/gemini-3-pro-preview | TEMP: 0.5 | TOKENS: 16384
2025-12-28 16:46:28 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000021FE0687200>, 'output_key': None, 'mock_identity': 'CausalAnalystAgent'}
2025-12-28 16:46:28 | WARNING | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:46:28 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:46:28 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'CausalAnalystAgent' -> 'causal_agent'
2025-12-28 16:46:28 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MOCK RESPONSE] Generating response for: causal_agent
2025-12-28 16:46:28 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] No specific mock found for 'causal_agent'. Returning generic fallback.
2025-12-28 16:46:28 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | _update_state [id=2335970246432] Setting step_causal
2025-12-28 16:46:28 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CausalAnalystAgent] Updated state.step_causal
2025-12-28 16:46:28 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CausalAnalystAgent] Lifecycle Hook: post_process
2025-12-28 16:46:28 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [CausalAnalystAgent] Execution completed.
2025-12-28 16:46:28 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Running step: PerformativityDetectorAgent (Step ID: step_detector)
2025-12-28 16:46:28 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Configured PerformativityDetectorAgent with gemini/gemini-3-flash-preview (Provider: google)
2025-12-28 16:46:30 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_detector (Length: 23 parts)
2025-12-28 16:46:30 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [PerformativityDetectorAgent] Starting execution...
2025-12-28 16:46:30 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [PerformativityDetectorAgent] Lifecycle Hook: prepare_context
2025-12-28 16:46:30 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [PerformativityDetectorAgent] >>> EXECUTION START <<<
2025-12-28 16:46:30 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [PerformativityDetectorAgent] MODEL: gemini/gemini-3-flash-preview | TEMP: 0.7 | TOKENS: 16384
2025-12-28 16:46:30 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000021FE0687200>, 'output_key': None, 'mock_identity': 'PerformativityDetectorAgent'}
2025-12-28 16:46:30 | WARNING | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:46:30 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:46:30 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'PerformativityDetectorAgent' -> 'performativity_agent'
2025-12-28 16:46:30 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MOCK RESPONSE] Generating response for: performativity_agent
2025-12-28 16:46:30 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] No specific mock found for 'performativity_agent'. Returning generic fallback.
2025-12-28 16:46:30 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | _update_state [id=2335970246432] Setting step_detector
2025-12-28 16:46:30 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [PerformativityDetectorAgent] Updated state.step_detector
2025-12-28 16:46:30 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [PerformativityDetectorAgent] Lifecycle Hook: post_process
2025-12-28 16:46:30 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [PerformativityDetectorAgent] Execution completed.
2025-12-28 16:46:30 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Running step: FactualOverseerAgent (Step ID: step_overseer)
2025-12-28 16:46:30 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Configured FactualOverseerAgent with gemini/gemini-3-pro-preview (Provider: google)
2025-12-28 16:46:32 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_overseer (Length: 23 parts)
2025-12-28 16:46:32 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [FactualOverseerAgent] Starting execution...
2025-12-28 16:46:32 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [FactualOverseerAgent] Lifecycle Hook: prepare_context
2025-12-28 16:46:32 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [FactualOverseerAgent] >>> EXECUTION START <<<
2025-12-28 16:46:32 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [FactualOverseerAgent] MODEL: gemini/gemini-3-pro-preview | TEMP: 0.5 | TOKENS: 16384
2025-12-28 16:46:32 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000021FE0687200>, 'output_key': None, 'mock_identity': 'FactualOverseerAgent'}
2025-12-28 16:46:32 | WARNING | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Mock data file not found at C:\Users\risto\OneDrive\quorum\data\mock_responses.json. Using empty defaults.
2025-12-28 16:46:32 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Intercepted call. Prompt length: 60
2025-12-28 16:46:32 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] Identified agent via explicit identity: 'FactualOverseerAgent' -> 'fact_checker_agent'
2025-12-28 16:46:32 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MOCK RESPONSE] Generating response for: fact_checker_agent
2025-12-28 16:46:32 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.mock | [MockLLM] No specific mock found for 'fact_checker_agent'. Returning generic fallback.
2025-12-28 16:46:32 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | _update_state [id=2335970246432] Setting step_overseer
2025-12-28 16:46:32 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [FactualOverseerAgent] Updated state.step_overseer
2025-12-28 16:46:32 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [FactualOverseerAgent] Lifecycle Hook: post_process
2025-12-28 16:46:32 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [FactualOverseerAgent] Execution completed.
2025-12-28 16:46:32 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Running step: ArchivistAgent (Step ID: step_archivist)
2025-12-28 16:46:32 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.core.runner | [PipelineRunner] Configured ArchivistAgent with gemini/gemini-3-pro-preview (Provider: google)
2025-12-28 16:46:34 | DEBUG | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.services.prompt_builder | [PromptBuilder] Constructed PROMPT for step_archivist (Length: 23 parts)
2025-12-28 16:46:34 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [ArchivistAgent] Starting execution...
2025-12-28 16:46:34 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [ArchivistAgent] Lifecycle Hook: prepare_context
2025-12-28 16:46:34 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [ArchivistAgent] >>> EXECUTION START <<<
2025-12-28 16:46:34 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.agents.base | [ArchivistAgent] MODEL: gemini/gemini-3-pro-preview | TEMP: 0.5 | TOKENS: 16384
2025-12-28 16:46:34 | INFO | [3d7f5293-aa0c-4209-9511-189a3782d621] | backend.llm.provider | [MockProvider] Calling Mock Service (Simulating Async)... {'repository': <backend.database.repository.TinyDBRepository object at 0x0000021FE0687200>, 'output_key': 'step_archivist', 'mock_identity': 'ArchivistAgent'}
